classificacao_id,busca_id,termo,modelo_ia,doc_id,ano,edicao,pagina,classificacao,tipo_ato,justificativa,com_contexto,paginas_contexto,tokens_input,tokens_output,created_at,resposta_crua
482,4,Formação profissional,gpt-oss:20b,102,1998,12079,48,duvidoso,,,True,"46,47,48",4096,629,2026-06-16T13:44:30.336071+00:00,"{
  ""title"": ""PAGINA 48 DIARIO OFICIAL DO ESTADO DE MATO GROSSO"",
  ""actClass"": ""publicação de atos administrativos"",
  ""actSubClass"": ""publicação de resultado do concurso"",
  ""actCode"": ""IV"",
  ""actDate"": ""31/12/2023"",
  ""actTime"": null,
  ""author"": {
    ""name"": ""Prefeitura Municipal de Varzea Grande"",
    ""organization"": ""Prefeitura Municipal de Varzea Grande""
  },
  ""affectedParties"": [],
  ""actContent"": [
    {
      ""summary"": ""O ato consiste na publicação dos resultados do concurso no Diário Oficial do Estado de Mato Grosso, dentro do prazo de 48 horas."",
      ""details"": [
        ""Resultado do concurso a ser publicado no Diário Oficial do Estado de Mato Grosso em 48 horas após o encerramento do concurso."",
        ""Recurso interposto fora do prazo não será aceito; considerado o prazo de registro postal da correspondência."",
        ""Recurso deve ser fundamentado e conter dados completos do reclamante, número de inscrição e documentação comprobatória."",
        ""Somente um recurso por candidato, fundamentado, é aceito; recursos liminarmente rejeitados se não fundamentados ou fora do prazo."",
        ""Exclui-se o dia de início do prazo, incluindo o dia do vencimento para cálculo de prazo; prazo preclusivo e comum a todos."",
        ""Responsabilidade do candidato de acompanhar a publicação de atos no Diário Oficial."",
        ""Prefeitura Municipal de Varzea Grande e Instituto Varzeagrandense de Educação não se responsabilizam por materiais de estudo."",
        ""O provimento dos cargos obedecerá ordem de classificação; nomeação exigirá requisitos específicos."",
        ""Validade do concurso: 2 anos a partir da homologação, podendo ser prorrogada."",
        ""A convocação e resultados publicados no Diário Oficial; sem documentos de classificação para o candidato."",
        ""A aprovação não gera direito de nomeação; quando nomeado, respeitará ordem de classificação final."",
        ""Desistência temporária após nomeação resulta na retirada do candidato da lista de aprovados e reinserção em último lugar."",
        ""Invalidação da nomeação se houver declaração falsa, falta de comprovação escolaridade ou documentos necessários."",
        ""Alteração de dados no formulário de inscrição requer correção na sala de coordenação, e protocolo junto à Secretaria Municipal de Administração."",
        ""Inscrição implica conhecimento e aceitação das condições do edital.""
      ]
    }
  ],
  ""actKeywords"": [
    ""publicação"",
    ""concurso"",
    ""resultados"",
    ""recurso"",
    ""prazo"",
    ""nomeação"",
    ""posse"",
    ""validação"",
    ""desistência"",
    ""documentos""
  ],
  ""isApplicable"": false,
  ""reasonNotApplicable"": ""Não é um ato regulatório. É apenas um texto do Diário Oficial com instruções do concurso.""
}"
483,4,Formação profissional,gpt-oss:20b,103,1998,12079,47,duvidoso,,,True,"47,48",4096,730,2026-06-16T13:44:55.848722+00:00,"{""classificacao"":""Curso de Formação Profissional"",""tipoAtos"":""Edital"",""naturezaAtos"":""Edital de seleção pública""}"
484,4,Formação profissional,gpt-oss:20b,104,1999,12446,33,duvidoso,,,False,33,4096,861,2026-06-16T13:45:29.645754+00:00,"```json
{
  ""classification"": ""Relevant"",
  ""type"": ""Recognition of professional education program (technical level)"",
  ""legal_basis"": [
    ""Parecer n° 413/99-CEE"",
    ""Resolution n° 120/93‑CEE"",
    ""Decree Federal n° 2.208/97""
  ],
  ""page"": ""148""
}
```

**Interpretation**  
The passage declares the recognition of a technical level professional education program (Habilitação Técnica em Eletrotécnica) offered at the Centro de Formação Profissional João Baptista de Almeida Filtao, Varzea Grande. This content directly concerns a technical professional education program, meeting the relevance criteria."
485,4,Formação profissional,gpt-oss:20b,105,1999,12434,5,duvidoso,,,False,5,4096,1651,2026-06-16T13:46:04.689997+00:00,"{""id_orgao_publico"":""SEDUC-MT"",""ano"":1999,""data_ato_normativo"":""1999-12-01"",""relevância"":3,""tipo_ato_normativo_id"":""portaria"",""tipo_ato_normativo_descricao"":""portaria"",""id_ano"":1999}"
486,4,Formação profissional,gpt-oss:20b,106,1999,12426,21,duvidoso,,,False,21,3968,278,2026-06-16T13:46:25.401197+00:00,"{
  ""classification"": ""relevant"",
  ""type"": ""Contrato""
}"
487,4,Formação profissional,gpt-oss:20b,107,1999,12418,25,duvidoso,,,False,25,4096,470,2026-06-16T13:46:51.429637+00:00,"{""supervisao_fiscalizacao"":""supervisão e fiscalização do ato de licitação"",""tipo_lei"":""Lei nº 8.666/93"",""tipo_atividade"":""Educação Profissional""}"
488,4,Formação profissional,gpt-oss:20b,108,1999,12418,24,duvidoso,,,False,24,4096,484,2026-06-16T13:47:40.020734+00:00,"{""classification"":3,""type"":""Regulation"",""keyword_found"":true}"
489,4,Formação profissional,gpt-oss:20b,109,1999,12418,23,duvidoso,,,True,"22,23",4096,1340,2026-06-16T13:48:33.473023+00:00,"{""ato"":""Dispensa de Licitação"",""descricao"":""Contratação de prestação de serviços técnicos especializados para execução de ações de Educação Profissional voltadas à formação profissional de pessoas desocupadas em Cuiabá, contemplando orientação, seleção e execução de programa de cursos."",""data"":""18/11/1999"",""responsavel"":""Gilda Lúcia Figueira Balbino, Presidente da Comissão de Licitação/SEJUC/MT"",""classificacao"":""Licitação""}"
490,4,Formação profissional,gpt-oss:20b,110,1999,12418,22,duvidoso,,,True,"22,23,24",4096,2711,2026-06-16T13:49:57.596384+00:00,"{""Assunto"":""Dispensa de Licitação"",""Justificativa"":""Justificativa n° 043/99/CL/SEJUC/MT =. kxJU^-lv"",""Objetivo"":""Execução de parte de ações de Educação Profissional para, parte das clientelas preferenciais PESSOAS DESOCUPADAS, no município de Cuiaba, voltados para área de Formação profissional contemplando as atividades"",""Resultado"":""O valor global do presente Contrato e de 16.000,0 Reais""}"
491,4,Formação profissional,gpt-oss:20b,111,1999,12417,25,relevante,,,False,25,3558,988,2026-06-16T13:50:27.024492+00:00,"{
  ""classificacao"": ""relevante"",
  ""tipo_de_ato"": ""Outro - Contrato""
}"
492,4,Formação profissional,gpt-oss:20b,112,1999,12417,24,duvidoso,Outro - Dispensa de Licitação,"Atividade de contratação administrativa, não cria nem regula curso ou instituição.",False,24,3361,447,2026-06-16T13:50:51.589427+00:00,"{""classificacao"":""duvidoso"",""tipo_ato"":""Outro - Dispensa de Licitação"",""justificativa"":""Atividade de contratação administrativa, não cria nem regula curso ou instituição.""}"
493,4,Formação profissional,gpt-oss:20b,113,1999,12405,9,duvidoso,,,False,9,3983,1035,2026-06-16T13:51:34.758671+00:00,"{
  ""classification"": ""relevant"",
  ""type"": ""contrato"",
  ""category"": ""Educação Profissional"",
  ""origin"": ""Secretaria de Estado de Justiça e Defesa da Cidadania"",
  ""status"": ""ativo"",
  ""data"": ""24 de outubro de 1999"",
  ""texto"": ""Contratos e dispensas de licitação destinados a executar ações de Educação Profissional, abrangendo orientação, seleção e execução de cursos para pessoas desocupadas e pequenos produtores, conforme Plano Estadual de Educação Profissional e o Convênio Federal 022/99. O documento trata da celebração, vigência e valores de contratos para prestação de serviços técnicos especializados voltados a qualificação profissional.""
}"
494,4,Formação profissional,gpt-oss:20b,114,2000,12691,4,super_relevante,Decreto,Cria/autoriza centros de formação profissional,False,4,3696,443,2026-06-16T13:52:02.390643+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Cria/autoriza centros de formação profissional""}"
495,4,Formação profissional,gpt-oss:20b,115,2000,12688,6,duvidoso,,"A portaria designa a Gerente da Formação Profissional da Fundação de Promoção Social do Estado de Mato Grosso – PRO‑SOL, estabelecendo uma posição de gestão em um programa de formação profissional.",False,6,3967,1161,2026-06-16T13:53:01.685057+00:00,"```json
{
  ""classificação"": ""superior"",
  ""tipo"": ""Portaria"",
  ""justificativa"": ""A portaria designa a Gerente da Formação Profissional da Fundação de Promoção Social do Estado de Mato Grosso – PRO‑SOL, estabelecendo uma posição de gestão em um programa de formação profissional.""
}
```
"
496,4,Formação profissional,gpt-oss:20b,117,2000,12638,11,duvidoso,,,True,"10,11",4096,552,2026-06-16T13:58:27.509613+00:00,"{""classification"":""superior"",""type"":""Other act""}"
497,4,Formação profissional,gpt-oss:20b,118,2000,12638,10,relevante,Outro - Aviso de Licitação,equipamento para centro de formação profissional,False,10,3565,517,2026-06-16T13:58:51.071549+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Aviso de Licitação"",""justificativa"":""equipamento para centro de formação profissional""}"
498,4,Formação profissional,gpt-oss:20b,119,2000,12636,23,duvidoso,,,True,"23,24",4096,15,2026-06-16T13:59:33.151833+00:00,"{""answer"":""C"",""confidence"":0.92}"
499,4,Formação profissional,gpt-oss:20b,120,2000,12606,3,super_relevante,Decreto,Decreto que autoriza a implantação de centros de formação profissional,False,3,2787,387,2026-06-16T13:59:57.049951+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Decreto que autoriza a implantação de centros de formação profissional""}"
500,4,Formação profissional,gpt-oss:20b,121,2000,12589,1,relevante,Decreto,Implantação de centro de formação profissional,False,1,3227,495,2026-06-16T14:00:17.614990+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Implantação de centro de formação profissional""}"
501,4,Formação profissional,gpt-oss:20b,122,2000,12584,6,duvidoso,,,True,"5,6",4096,4401,2026-06-16T14:01:37.548477+00:00,"```json
{
  ""Atribuição"": ""FUNDO ESTADUAL DE EDUCACAO"",
  ""Responsável pelo pedido"": ""BUILHERME FREDERICS'DE MOURA MULLER""
}
```"
502,4,Formação profissional,gpt-oss:20b,123,2000,12563,8,irrelevante,Decreto,"Ação exoneratória de funcionário, não cria, autoriza ou regula curso ou instituição de educação profissional.",False,8,3000,760,2026-06-16T14:02:00.956944+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Decreto"",""justificativa"":""Ação exoneratória de funcionário, não cria, autoriza ou regula curso ou instituição de educação profissional.""}"
503,4,Formação profissional,gpt-oss:20b,124,2001,12934,22,relevante,Decreto,Ação de orçamento para implantação de centro de formação profissional.,False,22,3566,453,2026-06-16T14:02:22.988104+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Ação de orçamento para implantação de centro de formação profissional.""}"
504,4,Formação profissional,gpt-oss:20b,125,2001,12911,21,duvidoso,,,False,21,4096,3248,2026-06-16T14:03:18.948262+00:00,"```json
{
  ""policy_type"": ""Resolução"",
  ""policy_title"": ""Resolução Nº 349/01 – CEE/MT (Curso de Educação Profissional de Nível Técnico – Habilitação Técnica em Ótica)"",
  ""policy_date"": ""2001-10-26"",
  ""policy_description"": ""Esta resolução autoriza a criação de um curso de Educação Profissional de Nível Técnico – Habilitação Técnica em Ótica, a ser oferecido pelo Centro de Educação Profissional do SENAC em Cuiabá, para duas turmas nos períodos 01.10.2001 a 01.03.2004 e 01.10.2001 a 15.04.2004, estabelecendo os requisitos de duração, carga horária e procedimentos de expedição de diplomas aos concluintes.""
}
```"
505,4,Formação profissional,gpt-oss:20b,126,2001,12889,31,super_relevante,,"Autoriza criação direta de Centro de Educação e Tecnologia, instituindo novo centro de educação profissional e tecnológica, com autorização de cursos técnicos especiais.",False,31,3858,311,2026-06-16T14:04:04.273639+00:00,"{""classificacao"":""super_relevante"",""tipo"":""Resolução"",""justificativa"":""Autoriza criação direta de Centro de Educação e Tecnologia, instituindo novo centro de educação profissional e tecnológica, com autorização de cursos técnicos especiais.""}"
506,4,Formação profissional,gpt-oss:20b,128,2001,12872,14,duvidoso,,,False,14,3849,942,2026-06-16T14:12:21.901999+00:00,"{""classification"":""relevant"",""act_type"":""Termo de Convênio"",""subject_matter"":""Programa Xane de Formação Profissional para atendimento de 400 alunos em escolas estaduais e municipais de ensino profissional (EEPG/EMPG)."",""relevant_categories"":[""Financiamento de programas de formação profissional"",""Parcerias entre Secretaria de Fazenda e instituições de ensino profissional""],""summary"":""Convênio nº 244/2001 (e seus complementares) institui o Programa Xane, destinado a atender 400 alunos em escolas estaduais e municipais de ensino profissional, definindo recursos financeiros e cláusulas de execução.""}"
507,4,Formação profissional,gpt-oss:20b,129,2001,12853,5,relevante,Portaria,Portaria vincula posse de policiais à matrícula em curso de formação técnico-profissional,False,5,2952,412,2026-06-16T14:13:05.418052+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Portaria vincula posse de policiais à matrícula em curso de formação técnico-profissional""}"
508,4,Formação profissional,gpt-oss:20b,130,2001,12811,16,duvidoso,,,False,16,4096,79,2026-06-16T14:14:53.576523+00:00,"{
  ""processo"": ""1"",
  ""numero_processo"": ""116354-0/95"",
  ""nome"": ""Helena Catarina de P. Latorraca"",
  ""tipo_pessoa"": ""pessoa_jurídica"",
  ""descricao_cadastro"": ""Secretaria Geral do Tribunal Pleno""
}"
509,4,Formação profissional,gpt-oss:20b,132,2001,12808,10,relevante,Portaria,Nomeação de representante para Centro Público de Formação Profissional,False,10,3285,547,2026-06-16T14:19:48.503918+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Nomeação de representante para Centro Público de Formação Profissional""}"
510,4,Formação profissional,gpt-oss:20b,133,2001,12805,11,duvidoso,,,False,11,4058,783,2026-06-16T14:20:21.506726+00:00,"{""classification"":""Not relevant"",""type"":""Not relevant""}"
511,4,Formação profissional,gpt-oss:20b,135,2002,13180,2,relevante,Portaria,Lista de responsáveis por Centros Públicos de Formação Profissional,False,2,3034,846,2026-06-16T14:21:48.078814+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Lista de responsáveis por Centros Públicos de Formação Profissional""}"
512,4,Formação profissional,gpt-oss:20b,137,2002,13180,8,relevante,Decreto,Regulamenta estrutura do Centro Público de Formação Profissional dentro do Fundo Estadual de Educação,False,8,2947,867,2026-06-16T14:28:28.863612+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Regulamenta estrutura do Centro Público de Formação Profissional dentro do Fundo Estadual de Educação""}"
513,4,Formação profissional,gpt-oss:20b,138,2002,13180,6,relevante,Regulamento,"Define missão e funções da Diretoria de Centro Público de Formação Profissional, órgão que gerencia educação profissional.",False,6,3108,579,2026-06-16T14:30:56.290624+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Regulamento"",""justificativa"":""Define missão e funções da Diretoria de Centro Público de Formação Profissional, órgão que gerencia educação profissional.""}"
514,4,Formação profissional,gpt-oss:20b,139,2002,13180,41,duvidoso,,,False,41,4096,909,2026-06-16T14:31:24.004611+00:00,"{""relevantPolicy"":true,""policyType"":""Contract"",""policyDescription"":""Contrato de prestação de serviços de educação profissional ao UFMT, incluindo a execução de ações de educação profissional para o público desempregado, conforme previsto no Plano Estadual de Educação Profissional do Estado do Mato Grosso, e a convocação de candidatos aprovados para a aula inaugural do Curso de Formação Técnico Profissional Perito Criminal."",""policyYear"":2002}"
515,4,Formação profissional,gpt-oss:20b,140,2002,13173,39,super_relevante,Lei,Nomeação de centro de formação profissional,False,39,3634,418,2026-06-16T14:31:45.924445+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Lei"",""justificativa"":""Nomeação de centro de formação profissional""}"
516,4,Formação profissional,gpt-oss:20b,141,2002,13172,2,super_relevante,Decreto,Regula criação e funcionamento de Centros de Formação Profissional,False,2,3515,214,2026-06-16T14:32:06.716315+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Regula criação e funcionamento de Centros de Formação Profissional""}"
517,4,Formação profissional,gpt-oss:20b,142,2002,13172,1,super_relevante,Lei,"Cria e regulamenta instituições de educação profissional (Superintendência, CENFORs) e estabelece Fundo de Educação Profissional",False,1,3045,205,2026-06-16T14:32:23.873991+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Lei"",""justificativa"":""Cria e regulamenta instituições de educação profissional (Superintendência, CENFORs) e estabelece Fundo de Educação Profissional""}"
